Rxn name	Formula	Gene-reaction association	LB	UB	Objective
R10206	C11145_c[c] + fmnh2_c[c] + o2_c[c]  -> fald_c[c] + fmn_c[c] + h2o_c[c] + so3_c[c] 		  0.00	1000.00	  0.00
R10705	C17530_c[c] + h2o_c[c]  -> ac_c[c] + meoh_c[c] 		  0.00	1000.00	  0.00
R03909	C03620_c[c] + h2o_c[c]  -> C00060_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R07343	C15585_c[c] + h2o_c[c]  -> inost_c[c] + pi_c[c] 		  0.00	1000.00	  0.00
R12035	C04203_c[c] + anth_c[c] + 2 nad_c[c]  -> C19459_c[c] + 2 h_c[c] + 2 nadh_c[c] 		  0.00	1000.00	  0.00
R04112	C02999_c[c] + h2o_c[c]  -> acmum_e[e] + ala__L_c[c] 		  0.00	1000.00	  0.00
R03643	C01628_c[c] + h_c[c] + nadh_c[c]  -> C05850_c[c] + nad_c[c] 		  0.00	1000.00	  0.00
R02964	h_c[c] + mqn_c[c] + nadh_c[c]  -> nad_c[c] + qh2_c[c] 		  0.00	1000.00	  0.00
R03816	h_c[c] + nadh_c[c] + phllqne_c[c]  -> C03313_c[c] + nad_c[c] 		  0.00	1000.00	  0.00
R07358	C15602_c[c] + h_c[c] + nadh_c[c]  -> C15603_c[c] + nad_c[c] 		  0.00	1000.00	  0.00
R07358	C15602_c[c] + h_c[c] + nadh_c[c]  -> C15603_c[c] + nad_c[c] 		  0.00	1000.00	  0.00
R02163	C00390_c[c] + nad_c[c]  -> C00399_c[c] + h_c[c] + nadh_c[c] 		  0.00	1000.00	  0.00
R00282	acc_c[c] + h_c[c] + nadph_c[c]  -> hacc_c[c] + nadp_c[c] 		  0.00	1000.00	  0.00
R07359	C15602_c[c] + h_c[c] + nadph_c[c]  -> C15603_c[c] + nadp_c[c] 		  0.00	1000.00	  0.00
R05782	C11529_c[c] + h2o_c[c]  -> C00151_c[c] + co2_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R00254	co2_c[c] + glu__L_c[c] + nh4_c[c]  -> C05829_c[c] + h2o_c[c] 		  0.00	1000.00	  0.00
R00988	C05653_c[c] + h2o_c[c]  -> anth_c[c] + for_c[c] 		  0.00	1000.00	  0.00
R01959	C02700_c[c] + h2o_c[c]  -> C00328_c[c] + for_c[c] 		  0.00	1000.00	  0.00
R04268	C04258_c[c] + h2o_c[c]  -> C03617_c[c] + for_c[c] 		  0.00	1000.00	  0.00
R00280	acc_c[c] + 2 h2o_c[c] + 2 no_c[c]  -> hacc_c[c] + 2 no2_c[c] 		  0.00	1000.00	  0.00
R00783	ficytc_c[c] + h2o_c[c] + no_c[c]  -> focytC_c[c] + h_c[c] + no2_c[c] 		  0.00	1000.00	  0.00
R00784	C00997_c[c] + h2o_c[c] + no_c[c]  -> C01000_c[c] + h_c[c] + no2_c[c] 		  0.00	1000.00	  0.00
R00785	C05357_c[c] + h2o_c[c] + no_c[c]  -> C05358_c[c] + h_c[c] + no2_c[c] 		  0.00	1000.00	  0.00
R00540	C00726_c[c] + 2 h2o_c[c]  -> C00060_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R05591	C09814_c[c] + 2 h2o_c[c]  -> C00180_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R09798	C14695_c[c] + fmnh2_c[c] + o2_c[c]  -> C19911_c[c] + fmn_c[c] + glx_c[c] + h2o_c[c] 		  0.00	1000.00	  0.00
R00444	C00201_c[c]  -> C00046_c[c] + ppi_c[c] 		  0.00	1000.00	  0.00
R12390	C22131_c[c] + h2o_c[c]  -> ac_c[c] + adprib_c[c] 		  0.00	1000.00	  0.00
R12391	C20658_c[c] + h2o_c[c]  -> ac_c[c] + adprib_c[c] 		  0.00	1000.00	  0.00
R00522	C00209_c[c]  -> co2_c[c] + for_c[c] 		  0.00	1000.00	  0.00
R00184	ap4a_c[c] + h2o_c[c]  -> amp_c[c] + atp_c[c] 		  0.00	1000.00	  0.00
R01232	C01261_c[c] + h2o_c[c]  -> gmp_c[c] + gtp_c[c] 		  0.00	1000.00	  0.00
R02805	C04392_c[c] + h2o_c[c]  -> C00700_c[c] + xmp_c[c] 		  0.00	1000.00	  0.00
R00969	C06198_c[c] + h2o_c[c]  -> ump_c[c] + utp_c[c] 		  0.00	1000.00	  0.00
R01280	C00249_c[c] + atp_c[c] + coa_c[c]  -> amp_c[c] + pmtcoa_c[c] + ppi_c[c] 		  0.00	1000.00	  0.00
R04120	C03023_c[c] + h2o_c[c] + trdox_c[c]  -> C03895_c[c] + trdrd_c[c] 		  0.00	1000.00	  0.00
R04273	C03798_c[c]  -> C03633_c[c] 		  0.00	1000.00	  0.00
R02539	C07086_c[c] + atp_c[c] + coa_c[c]  -> C00582_c[c] + amp_c[c] + ppi_c[c] 		  0.00	1000.00	  0.00
R07855	C16074_c[c] + 2 h2o_c[c]  -> C07086_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R00208	h2o_c[c] + pep_c[c]  -> pi_c[c] + pyr_c[c] 		  0.00	1000.00	  0.00
R02628	pep_c[c] + prohis_c[c]  -> proNPhis_c[c] + pyr_c[c] 		  0.00	1000.00	  0.00
R00437	pi_c[c]  -> C00046_c[c] + adp_c[c] 		  0.00	1000.00	  0.00
R00440	pi_c[c]  -> C00046_c[c] + cdp_c[c] 		  0.00	1000.00	  0.00
R00439	pi_c[c]  -> C00046_c[c] + gdp_c[c] 		  0.00	1000.00	  0.00
R07282	pi_c[c]  -> C00046_c[c] + C00454_c[c] 		  0.00	1000.00	  0.00
R00438	pi_c[c]  -> C00046_c[c] + udp_c[c] 		  0.00	1000.00	  0.00
R00084	h2o_c[c] + 4 ppbng_c[c]  -> hmbil_c[c] + 4 nh4_c[c] 		  0.00	1000.00	  0.00
R00919	nadp_c[c] + ppcoa_c[c]  -> h_c[c] + nadph_c[c] + prpncoa_c[c] 		  0.00	1000.00	  0.00
R02622	C02583_c[c] + h2o_c[c]  -> C00614_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R03983	C01664_c[c] + C02583_c[c]  -> C03636_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R04710	C05196_c[c] + C05197_c[c] + amet_c[c]  -> C05199_c[c] + C05312_c[c] + dad_5_c[c] + met__L_c[c] 		  0.00	1000.00	  0.00
R02624	C04142_c[c] + h2o_c[c]  -> C00614_c[c] + meoh_c[c] 		  0.00	1000.00	  0.00
R04111	malt_c[c] + proNPhis_c[c]  -> malt6p_c[c] + prohis_c[c] 		  0.00	1000.00	  0.00
R11172	cellb_c[c] + proNPhis_c[c]  -> cellb6p_c[c] + prohis_c[c] 		  0.00	1000.00	  0.00
R02585	C01167_c[c] + h2o_c[c]  -> C00585_c[c] + pi_c[c] 		  0.00	1000.00	  0.00
R02156	o2_c[c] + quc_c[c]  -> 2pcpgc_c[c] + co_c[c] 		  0.00	1000.00	  0.00
R08511	C00726_c[c] + gthrd_c[c]  -> C02320_c[c] + cyan_c[c] 		  0.00	1000.00	  0.00
R08512	C16738_c[c] + gthrd_c[c]  -> C02320_c[c] + so4_c[c] 		  0.00	1000.00	  0.00
R03522	C01322_c[c] + gthrd_c[c]  -> C00462_c[c] + C02320_c[c] 		  0.00	1000.00	  0.00
R07091	C14858_c[c] + gthrd_c[c]  -> C14861_c[c] 		  0.00	1000.00	  0.00
R10806	C02583_c[c] + amet_c[c]  -> C20858_c[c] + ahcys_c[c] 		  0.00	1000.00	  0.00
R10220	C20446_c[c] + amet_c[c]  -> C19647_c[c] + ade_c[c] + met__L_c[c] 		  0.00	1000.00	  0.00
R12917	C22431_c[c] + amet_c[c] + 2 h2o_c[c] + trdrd_c[c]  -> C07295_c[c] + ahcys_c[c] + 3 gthrd_c[c] + trdox_c[c] 		  0.00	1000.00	  0.00
R12918	C22431_c[c] + 2 amet_c[c] + h2o_c[c] + 2 trdrd_c[c]  -> C20300_c[c] + 2 ahcys_c[c] + 3 gthrd_c[c] + 2 trdox_c[c] 		  0.00	1000.00	  0.00
R12919	C22431_c[c] + 3 amet_c[c] + 3 trdrd_c[c]  -> C22417_c[c] + 3 ahcys_c[c] + 3 gthrd_c[c] + 3 trdox_c[c] 		  0.00	1000.00	  0.00
R02623	C00614_c[c] + amet_c[c]  -> C04142_c[c] + ahcys_c[c] 		  0.00	1000.00	  0.00
R10716	C20648_c[c] + 2 amet_c[c]  -> C20796_c[c] + 2 ahcys_c[c] 		  0.00	1000.00	  0.00
R07233	C00240_c[c] + amet_c[c]  -> C04152_c[c] + ahcys_c[c] 		  0.00	1000.00	  0.00
R02917	C01977_c[c] + amet_c[c]  -> C04545_c[c] + ahcys_c[c] 		  0.00	1000.00	  0.00
R00600	C01977_c[c] + amet_c[c]  -> C04160_c[c] + ahcys_c[c] 		  0.00	1000.00	  0.00
R02953	C02749_c[c] + h2o_c[c]  -> C00812_c[c] + nh4_c[c] + pyr_c[c] 		  0.00	1000.00	  0.00
R09954	C06153_c[c] + nadp_c[c]  -> 2ins_c[c] + h_c[c] + nadph_c[c] 		  0.00	1000.00	  0.00
R04941	h2o_c[c] + selcyst_c[c]  -> nh4_c[c] + pyr_c[c] + selhcys_c[c] 		  0.00	1000.00	  0.00
R04773	C01647_c[c] + atp_c[c] + selmeth_c[c]  -> C05336_c[c] + amp_c[c] + ppi_c[c] 		  0.00	1000.00	  0.00
R09366	C05689_c[c] + h2o_c[c]  -> mesel_c[c] + nh4_c[c] + pyr_c[c] 		  0.00	1000.00	  0.00
R01030	C00670_c[c] + h2o_c[c]  -> chol_c[c] + glyc3p_c[c] 		  0.00	1000.00	  0.00
R01470	C01233_c[c] + h2o_c[c]  -> etha_c[c] + glyc3p_c[c] 		  0.00	1000.00	  0.00
R00829	accoa_c[c] + succoa_c[c]  -> coa_c[c] + oxadpcoa_c[c] 		  0.00	1000.00	  0.00
R00275	2 C00704_c[c] + 2 h_c[c]  -> h2o2_c[c] + o2_c[c] 		  0.00	1000.00	  0.00
R05320	C00245_c[c] + akg_c[c] + o2_c[c]  -> aacald_c[c] + co2_c[c] + so3_c[c] + succ_c[c] 		  0.00	1000.00	  0.00
R09395	C18239_c[c] + 2 tcscp_c[c]  -> C05924_c[c] + 2 scpgg_c[c] 		  0.00	1000.00	  0.00
R12570	C15498_c[c] + trdrd_c[c]  -> C01335_c[c] + h2o_c[c] + trdox_c[c] 		  0.00	1000.00	  0.00
R07100	C06790_c[c] + gthrd_c[c]  -> C14868_c[c] + cl_c[c] 		  0.00	1000.00	  0.00
R10645	C04432_c[c] + C17023_c[c] + 2 amet_c[c]  -> C20753_c[c] + ahcys_c[c] + dad_5_c[c] + met__L_c[c] 		  0.00	1000.00	  0.00
R10649	C17023_c[c] + C20751_c[c] + 2 amet_c[c]  -> C20752_c[c] + ahcys_c[c] + dad_5_c[c] + met__L_c[c] 		  0.00	1000.00	  0.00
R10223	C17324_c[c] + h2o_c[c]  -> C20451_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R07285	pi_c[c]  -> C00066_c[c] + C00454_c[c] 		  0.00	1000.00	  0.00
R10209	C01977_c[c] + preq1_c[c]  -> C20446_c[c] + gua_c[c] 		  0.00	1000.00	  0.00
R03020	C00868_c[c]  -> C02764_c[c] 		  0.00	1000.00	  0.00
R09825	C19961_c[c] + akg_c[c]  -> C19823_c[c] + glu__L_c[c] 		  0.00	1000.00	  0.00
R05566	uacmam_c[c] + unaga_c[c]  -> C04881_c[c] + udp_c[c] 		  0.00	1000.00	  0.00
R09697	uacgam_c[c]  -> C19823_c[c] + h2o_c[c] 		  0.00	1000.00	  0.00
R00289	g1p_c[c] + utp_c[c]  -> ppi_c[c] + udpg_c[c] 		  0.00	1000.00	  0.00
R00443	utp_c[c]  -> C00046_c[c] + ppi_c[c] 		  0.00	1000.00	  0.00
R02103	h2o_c[c] + nad_c[c] + xan_c[c]  -> C00366_c[c] + h_c[c] + nadh_c[c] 		  0.00	1000.00	  0.00
R12589	C00700_c[c] + h2o_c[c]  -> pi_c[c] + xdp_c[c] 		  0.00	1000.00	  0.00
R02720	C00700_c[c] + h2o_c[c]  -> ppi_c[c] + xmp_c[c] 		  0.00	1000.00	  0.00
R02961	C00821_c[c] + amet_c[c]  -> C03391_c[c] + ahcys_c[c] 		  0.00	1000.00	  0.00
R03966	2hmc_c[c]  -> oxalc_c[c] 		  0.00	1000.00	  0.00
R05551	acryl_c[c] + nh4_c[c]  -> aa_c[c] + h2o_c[c] 		  0.00	1000.00	  0.00
R06132	C05167_c[c]  -> C11823_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R06134	C00241_c[c] + h2o_c[c]  -> C00060_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R06134	C00241_c[c] + h2o_c[c]  -> C00060_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R06134	C00241_c[c] + h2o_c[c]  -> C00060_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R06134	C00241_c[c] + h2o_c[c]  -> C00060_c[c] + nh4_c[c] 		  0.00	1000.00	  0.00
R06180	nad_c[c] + tartr__L_c[c]  -> h_c[c] + nadh_c[c] + oxglyc_c[c] 		  0.00	1000.00	  0.00
R08034	C16396_c[c]  -> C16399_c[c] 		  0.00	1000.00	  0.00
R10203	C11142_c[c] + 2 fmnh2_c[c] + 2 o2_c[c]  -> C11145_c[c] + fald_c[c] + 2 fmn_c[c] + 2 h2o_c[c] 		  0.00	1000.00	  0.00
R10633	C01997_c[c] + h2o_c[c] + nad_c[c]  -> C02415_c[c] + C20658_c[c] + h_c[c] + ncam_c[c] 		  0.00	1000.00	  0.00
R10634	C20743_c[c] + h2o_c[c] + nad_c[c]  -> C20658_c[c] + h_c[c] + ncam_c[c] + pcollglys_c[c] 		  0.00	1000.00	  0.00
R10646	C04432_c[c] + C17023_c[c] + amet_c[c]  -> C20755_c[c] + dad_5_c[c] + met__L_c[c] 		  0.00	1000.00	  0.00
R10647	C20755_c[c] + amet_c[c]  -> C20753_c[c] + ahcys_c[c] 		  0.00	1000.00	  0.00
R10650	C17023_c[c] + C20751_c[c] + amet_c[c]  -> C20754_c[c] + dad_5_c[c] + met__L_c[c] 		  0.00	1000.00	  0.00
R10651	C20754_c[c] + amet_c[c]  -> C20752_c[c] + ahcys_c[c] 		  0.00	1000.00	  0.00
R11029	C11039_c[c]  -> C21031_c[c] 		  0.00	1000.00	  0.00
R11190	C21160_c[c] + h2o_c[c]  -> LalaDglu_c[c] + lys__L_c[c] 		  0.00	1000.00	  0.00
R11905	C21758_c[c] + gthrd_c[c]  -> C02320_c[c] 		  0.00	1000.00	  0.00
R12682	C22328_c[c] + acc_c[c] + h2o_c[c]  -> C22329_c[c] + hacc_c[c] 		  0.00	1000.00	  0.00
R12683	C22329_c[c]  -> C15670_c[c] + h2o_c[c] 		  0.00	1000.00	  0.00
EX_rib	ribflv_c[c]  -> 		  0.00	1000.00	  0.00
METAT_REV	atp_c[c] + h2o_c[c] + met__L_c[c]  -> amet_c[c] + pi_c[c] + ppi_c[c] 	RTMO05052	 -0.00	1000.00	  0.00
ADPT_REV	ade_c[c] + prpp_c[c]  -> amp_c[c] + 2 h_c[c] + ppi_c[c] 	RTMO02962 or RTMO04957	 -0.00	1000.00	  0.00
FCLT_REV	2 h_c[c] + pheme_c[c]  -> fe2_c[c] + ppp9_c[c] 	RTMO04698	  0.00	1000.00	  0.00
CS_REV	accoa_c[c] + h2o_c[c] + oaa_c[c]  -> cit_c[c] + coa_c[c] + h_c[c] 	RTMO02229	  0.00	1000.00	  0.00
ASPTA_REV	glu__L_c[c] + oaa_c[c]  -> akg_c[c] + asp__L_c[c] 	RTMO03310 or RTMO04309	  0.00	1000.00	  0.00
SUCDi_REV	fum_c[c] + qh2_c[c]  -> mqn_c[c] + succ_c[c] 	RTMO04978 or RTMO04977 or RTMO04976	  0.00	1000.00	  0.00
PYK3_REV	gdp_c[c] + pep_c[c]  -> gtp_c[c] + pyr_c[c] 	RTMO02253	 -0.00	1000.00	  0.00
MALS_REV	accoa_c[c] + glx_c[c] + h2o_c[c]  -> coa_c[c] + h_c[c] + mal__L_c[c] 	RTMO01832	 -0.00	1000.00	  0.00
PYK4_REV	cdp_c[c] + pep_c[c]  -> ctp_c[c] + h_c[c] + pyr_c[c] 	RTMO02253	 -0.00	1000.00	  0.00
PYK2_REV	pep_c[c] + udp_c[c]  -> pyr_c[c] + utp_c[c] 	RTMO02253	 -0.00	1000.00	  0.00
ORNTA_REV	glu5sa_c[c] + glu__L_c[c]  -> akg_c[c] + orn__L_c[c] 	RTMO02760	  0.00	1000.00	  0.00
PHETA1_REV	glu__L_c[c] + phpyr_c[c]  -> akg_c[c] + phe__L_c[c] 	RTMO00246 or RTMO03134 or RTMO04309 or RTMO03795 or RTMO00859 or RTMO03310	  0.00	1000.00	  0.00
G6PDA_REV	f6p_c[c] + nh4_c[c]  -> gam6p_c[c] + h2o_c[c] 	RTMO01048	  0.00	1000.00	  0.00
G6PDH2r_REV	g6p_c[c] + nadp_c[c]  -> 6pgl_c[c] + 2 h_c[c] + nadph_c[c] 	RTMO01121 or RTMO02769	  0.00	1000.00	  0.00
DHFR_REV	dhf_c[c] + h_c[c] + nadph_c[c]  -> nadp_c[c] + thf_c[c] 	RTMO02100	 -0.00	1000.00	  0.00
OMPDC_REV	h_c[c] + orot5p_c[c]  -> co2_c[c] + ump_c[c] 	RTMO04131	 -0.00	1000.00	  0.00
UPPRT_REV	prpp_c[c] + ura_c[c]  -> h_c[c] + ppi_c[c] + ump_c[c] 	RTMO00190 or RTMO04595	 -0.00	1000.00	  0.00
DURAD_REV	h_c[c] + nadph_c[c] + ura_c[c]  -> 56dura_c[c] + nadp_c[c] 	RTMO01370 or RTMO01509 or RTMO01368 or RTMO01510	 -0.00	1000.00	  0.00
ALKP_REV	dhap_c[c] + h2o_c[c]  -> dha_c[c] + h_c[c] + pi_c[c] 	RTMO01667	 -0.00	1000.00	  0.00
TPI_REV	g3p_c[c]  -> dhap_c[c] 	RTMO02321	  0.00	1000.00	  0.00
GLYCDx_REV	dha_c[c] + h_c[c] + nadh_c[c]  -> glyc_c[c] + nad_c[c] 	RTMO01554 or RTMO03920	  0.00	1000.00	  0.00
RPI_REV	ru5p__D_c[c]  -> r5p_c[c] 	RTMO00186	  0.00	1000.00	  0.00
PPM_REV	r5p_c[c]  -> r1p_c[c] 	RTMO05282 or RTMO02036 or RTMO01099	  0.00	1000.00	  0.00
DRPA_REV	acald_c[c] + g3p_c[c]  -> 2dr5p_c[c] 	RTMO04143	  0.00	1000.00	  0.00
IMPC_REV	fprica_c[c]  -> h2o_c[c] + imp_c[c] 	RTMO00388	  0.00	1000.00	  0.00
MTHFO_nadp_REV	h_c[c] + mlthf_c[c] + nadph_c[c]  -> 5mthf_c[c] + nadp_c[c] 	RTMO02786	 -0.00	1000.00	  0.00
P5CR_REV	h_c[c] + nadph_c[c] + pyr5c_c[c]  -> nadp_c[c] + pro__L_c[c] 	RTMO01118	 -0.00	1000.00	  0.00
ACONTa_REV	cit_c[c]  -> acon_C_c[c] + h2o_c[c] 	RTMO03752	  0.00	1000.00	  0.00
PPNDH_REV	h_c[c] + pphn_c[c]  -> co2_c[c] + h2o_c[c] + phpyr_c[c] 	RTMO00996	 -0.00	1000.00	  0.00
ASPCT_REV	asp__L_c[c] + cbp_c[c]  -> cbasp_c[c] + 2 h_c[c] + pi_c[c] 	RTMO04123	 -0.00	1000.00	  0.00
PGK_REV	13dpg_c[c] + adp_c[c]  -> 3pg_c[c] + atp_c[c] + h_c[c] 	RTMO02322	  0.00	1000.00	  0.00
PGM_REV	3pg_c[c]  -> 2pg_c[c] 	RTMO02320	  0.00	1000.00	  0.00
RPE_REV	xu5p__D_c[c]  -> ru5p__D_c[c] 	RTMO04040	  0.00	1000.00	  0.00
TKT1_REV	r5p_c[c] + xu5p__D_c[c]  -> g3p_c[c] + s7p_c[c] 	RTMO04464	  0.00	1000.00	  0.00
CYTK2_REV	adp_c[c] + dcdp_c[c]  -> atp_c[c] + dcmp_c[c] 	RTMO01021	  0.00	1000.00	  0.00
NAMNPP_REV	atp_c[c] + h2o_c[c] + nac_c[c] + prpp_c[c]  -> adp_c[c] + h_c[c] + nicrnt_c[c] + pi_c[c] + ppi_c[c] 	RTMO04408	 -0.00	1000.00	  0.00
MAN6PI_REV	f6p_c[c]  -> man6p_c[c] 	RTMO00243 or RTMO02851	  0.00	1000.00	  0.00
TKT2_REV	e4p_c[c] + xu5p__D_c[c]  -> f6p_c[c] + g3p_c[c] 	RTMO04464	  0.00	1000.00	  0.00
ACONTb_REV	acon_C_c[c] + h2o_c[c]  -> icit_c[c] 	RTMO03752	  0.00	1000.00	  0.00
PUNP4_REV	2dr1p_c[c] + gua_c[c]  -> dgsn_c[c] + h_c[c] + pi_c[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
TRDR_REV	h_c[c] + nadph_c[c] + trdox_c[c]  -> nadp_c[c] + trdrd_c[c] 	RTMO04282 or RTMO02447 or RTMO05075 or RTMO03997	 -0.00	1000.00	  0.00
RNDR3_REV	cdp_c[c] + trdrd_c[c]  -> dcdp_c[c] + h2o_c[c] + trdox_c[c] 	RTMO04031 or RTMO00041 or RTMO04034 or RTMO00039	 -0.00	1000.00	  0.00
URIDK2m_REV	adp_c[c] + dudp_c[c]  -> atp_c[c] + dump_c[c] 	RTMO00981 or RTMO00980 or RTMO02920	  0.00	1000.00	  0.00
PNP_REV	ncam_c[c] + r1p_c[c]  -> pi_c[c] + rnam_c[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
SHK3Dr_REV	3dhsk_c[c] + h_c[c] + nadph_c[c]  -> nadp_c[c] + skm_c[c] 	RTMO04918	  0.00	1000.00	  0.00
DPR_REV	2dhp_c[c] + h_c[c] + nadph_c[c]  -> nadp_c[c] + pant__R_c[c] 	RTMO04239 or RTMO02720	 -0.00	1000.00	  0.00
DURIPP_REV	2dr1p_c[c] + ura_c[c]  -> duri_c[c] + h_c[c] + pi_c[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
PUNP2_REV	2dr1p_c[c] + ade_c[c]  -> dad_2_c[c] + h_c[c] + pi_c[c] 	RTMO00732 or RTMO01098	  0.00	1000.00	  0.00
PPM2_REV	2dr5p_c[c]  -> 2dr1p_c[c] 	RTMO01099	  0.00	1000.00	  0.00
UPPDC1_REV	4 h_c[c] + uppg3_c[c]  -> 4 co2_c[c] + cpppg3_c[c] 	RTMO03677	 -0.00	1000.00	  0.00
HC01435R_REV	ssdhlam_c[c] + thmpp_c[c]  -> 3c1ht_c[c] + h_c[c] + lpam_c[c] 	RTMO00874	  0.00	1000.00	  0.00
NNDPR_REV	h_c[c] + prpp_c[c] + quln_c[c]  -> co2_c[c] + nicrnt_c[c] + ppi_c[c] 	RTMO02378	 -0.00	1000.00	  0.00
PRAI_REV	2cpr5p_c[c]  -> pran_c[c] 	RTMO03792	  0.00	1000.00	  0.00
QULNS_REV	dhap_c[c] + iasp_c[c]  -> 2 h2o_c[c] + h_c[c] + pi_c[c] + quln_c[c] 	RTMO02379	 -0.00	1000.00	  0.00
KARA1_REV	alac__S_c[c] + 2 h_c[c] + nadph_c[c]  -> 23dhmb_c[c] + nadp_c[c] 	RTMO02720	  0.00	1000.00	  0.00
FMNRx_REV	fmn_c[c] + h_c[c] + nadh_c[c]  -> fmnh2_c[c] + nad_c[c] 	RTMO02726 or RTMO02458 or RTMO04489 or RTMO03268 or RTMO00252	 -0.00	1000.00	  0.00
RBP4E_REV	xu5p__D_c[c]  -> ru5p__L_c[c] 	RTMO02157	  0.00	1000.00	  0.00
CPPPGO2_REV	2 amet_c[c] + cpppg3_c[c]  -> 2 co2_c[c] + 2 dad_5_c[c] + 2 met__L_c[c] + pppg9_c[c] 	RTMO04716 or RTMO04899	 -0.00	1000.00	  0.00
PGMT_REV	g6p_c[c]  -> g1p_c[c] 	RTMO05282 or RTMO02036	  0.00	1000.00	  0.00
3OAR60_REV	3ohexACP_c[c] + h_c[c] + nadph_c[c]  -> 3hhexACP_c[c] + nadp_c[c] 	RTMO12345	  0.00	1000.00	  0.00
3OAR80_REV	3ooctACP_c[c] + h_c[c] + nadph_c[c]  -> 3hoctACP_c[c] + nadp_c[c] 	RTMO12345	  0.00	1000.00	  0.00
3OAR100_REV	3odecACP_c[c] + h_c[c] + nadph_c[c]  -> 3hdecACP_c[c] + nadp_c[c] 	RTMO12345	  0.00	1000.00	  0.00
3OAR120_REV	3oddecACP_c[c] + h_c[c] + nadph_c[c]  -> 3hddecACP_c[c] + nadp_c[c] 	RTMO12345	  0.00	1000.00	  0.00
3OAR140_REV	3omrsACP_c[c] + h_c[c] + nadph_c[c]  -> 3hmrsACP_c[c] + nadp_c[c] 	RTMO12345	  0.00	1000.00	  0.00
3OAR160_REV	3opalmACP_c[c] + h_c[c] + nadph_c[c]  -> 3hpalmACP_c[c] + nadp_c[c] 	RTMO12345	  0.00	1000.00	  0.00
3OAR180_REV	3hoctaACP_c[c] + nadp_c[c]  -> h_c[c] + nadph_c[c] + oxstacp_c[c] 	RTMO12345	  0.00	1000.00	  0.00
NH4t_REV	nh4_c[c]  -> nh4_e[e] 	RTMO05956	  0.00	1000.00	  0.00
H2Ot_REV	h2o_c[c]  -> h2o_e[e] 	RTMO05959	  0.00	1000.00	  0.00
O2t_REV	o2_c[c]  -> o2_e[e] 	RTMO05960	  0.00	1000.00	  0.00
CO2t_REV	co2_e[e]  -> co2_c[c] 	RTMO05961	  0.00	1000.00	  0.00
ETOHt_REV	etoh_e[e]  -> etoh_c[c] 	RTMO05964	  0.00	1000.00	  0.00
ACt_REV	ac_e[e]  -> ac_c[c] 	RTMO05965	  0.00	1000.00	  0.00
LAC__Dt_REV	h_e[e] + lac__D_e[e]  -> h_c[c] + lac__D_c[c] 	RTMO05966	  0.00	1000.00	  0.00
SUCCt_REV	h_e[e] + succ_e[e]  -> h_c[c] + succ_c[c] 	RTMO05967	  0.00	1000.00	  0.00
LAC__Lt_REV	h_e[e] + lac__L_e[e]  -> h_c[c] + lac__L_c[c] 	RTMO05968	  0.00	1000.00	  0.00
EX_cl_e_REV	 -> cl_e[e] 		  0.00	1000.00	  0.00
EX_nh4_e_REV	 -> nh4_e[e] 		  0.00	1000.00	  0.00
EX_glc__D_e_REV	 -> glc__D_e[e] 		  0.00	 10.00	  0.00
EX_fe2_e_REV	 -> fe2_e[e] 		  0.00	1000.00	  0.00
EX_h2o_e_REV	 -> h2o_e[e] 		  0.00	1000.00	  0.00
EX_o2_e_REV	 -> o2_e[e] 		 -0.00	1000.00	  0.00
EX_co2_e_REV	 -> co2_e[e] 		  0.00	1000.00	  0.00
EX_h_e_REV	 -> h_e[e] 		  0.00	1000.00	  0.00
EX_cobalt2_e_REV	 -> cobalt2_e[e] 		  0.00	1000.00	  0.00
THMTPt_REV	thmtp_e[e]  -> thmtp_c[c] 	RTMO06002	  0.00	1000.00	  0.00
GLYCt_REV	glyc_c[c]  -> glyc_e[e] 	RTMO06011	  0.00	1000.00	  0.00
GTBIt_REV	gtbi_c[c]  -> gtbi_e[e] 	RTMO06027	  0.00	1000.00	  0.00
PYRt_REV	h_c[c] + pyr_c[c]  -> h_e[e] + pyr_e[e] 	RTMO06042	  0.00	1000.00	  0.00
FORt_REV	for_c[c] + h_c[c]  -> for_e[e] + h_e[e] 	RTMO06043	  0.00	1000.00	  0.00
PIt_REV	h_c[c] + pi_c[c]  -> h_e[e] + pi_e[e] 	RTMO06044	  0.00	1000.00	  0.00
EX_pi_e_REV	 -> pi_e[e] 		  0.00	1000.00	  0.00
Kt2_REV	k_c[c]  -> k_e[e] 	RTMO06051	  0.00	1000.00	  0.00
